record_id	record_name	record_description	record_dbxrefs	record_annotations_molecule_type	record_annotations_topology	record_annotations_data_file_division	record_annotations_date	record_annotations_accessions	record_annotations_sequence_version	record_annotations_keywords	record_annotations_source	record_annotations_organism	record_annotations_taxonomy	feature_id	feature_type	feature_strand	feature_location_start	feature_location_end	feature_location_strand	feature_location_operator	feature_qualifier_organism	feature_qualifier_mol_type	feature_qualifier_db_xref	feature_qualifier_gene	feature_qualifier_note	feature_qualifier_codon_start	feature_qualifier_transl_table	feature_qualifier_regulatory_class	feature_qualifier_product	feature_qualifier_protein_id	feature_qualifier_strain	feature_qualifier_locus_tag	feature_qualifier_lab_host	feature_qualifier_isolate	feature_qualifier_allele	feature_qualifier_standard_name	feature_qualifier_mobile_element_type	feature_qualifier_EC_number	feature_qualifier_function	feature_qualifier_type_material	feature_qualifier_cultivar	feature_qualifier_chromosome	feature_qualifier_host	feature_qualifier_plasmid	feature_qualifier_country	feature_qualifier_collection_date	feature_qualifier_isolation_source	feature_qualifier_lat_lon	feature_qualifier_inference	feature_qualifier_clone	feature_qualifier_sub_strain	feature_qualifier_ecotype	feature_qualifier_gene_synonym	feature_qualifier_collected_by	feature_qualifier_sub_species	feature_qualifier_culture_collection	feature_qualifier_serovar	feature_qualifier_serotype	feature_qualifier_altitude	feature_qualifier_identified_by	feature_qualifier_mating_type	feature_qualifier_tissue_type	feature_qualifier_sex	feature_qualifier_dev_stage	feature_qualifier_PCR_primers	feature_qualifier_rpt_type	feature_qualifier_segment	feature_qualifier_specimen_voucher	feature_qualifier_citation	feature_qualifier_cell_type
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF234172.1	AF234172	Escherichia phage P1 isolate mod749::IS5 c1.100 mutant, complete genome		DNA	linear	PHG	28-OCT-2021	AF234172|REGION:|3789..15889	1		Escherichia phage P1	Escherichia phage P1	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Caudovirales|Myoviridae|Punavirus	<unknown id>	misc_feature	1	11537	12101	1		Escherichia phage P1	genomic DNA	taxon:2886926	darB	99 pct identical (15 gaps) to fragment of P1 sequence deposited as locus AF125376.2 in GenBank Accession Number AF125376	1	11	minus_35_signal	DarB	AAQ13985.1				mod749::IS5 c1.100 mutant	mod749::IS5	P3lxc	insertion sequence:IS5																																	
AF324728.1	AF324728	Cloning vector HO-poly-KanMX4-HO, complete sequence		DNA	linear	SYN	27-JUN-2001	AF324728|REGION:|979..2478	1		Cloning vector HO-poly-KanMX4-HO	Cloning vector HO-poly-KanMX4-HO	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	1500	1		Cloning vector HO-poly-KanMX4-HO	genomic DNA	taxon:153593		vector designed for targeted integration to the HO locus in yeast; plasmid contains two fragments from the HO promoter inserted in the pUC21-NotI polylinker, along with the KanMX selectable marker; HO region is bracketed by two NotI sites, with polylinker sites between the HO and KanMX4 regions																																													
AF324728.1	AF324728	Cloning vector HO-poly-KanMX4-HO, complete sequence		DNA	linear	SYN	27-JUN-2001	AF324728|REGION:|979..2478	1		Cloning vector HO-poly-KanMX4-HO	Cloning vector HO-poly-KanMX4-HO	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	1500	1		Cloning vector HO-poly-KanMX4-HO	genomic DNA	taxon:153593		vector designed for targeted integration to the HO locus in yeast; plasmid contains two fragments from the HO promoter inserted in the pUC21-NotI polylinker, along with the KanMX selectable marker; HO region is bracketed by two NotI sites, with polylinker sites between the HO and KanMX4 regions																																													
AF410855.1	AF410855	Woodchuck hepatitis B virus isolate 331 type II mutant polymerase gene, complete cds		DNA	linear	VRL	18-FEB-2004	AF410855|REGION:|1990..2578	1		Woodchuck hepatitis virus	Woodchuck hepatitis virus	Viruses|Riboviria|Pararnavirae|Artverviricota|Revtraviricetes|Blubervirales|Hepadnaviridae|Orthohepadnavirus	<unknown id>	CDS	1	0	589	1		Woodchuck hepatitis virus	genomic DNA	taxon:35269		reverse transcriptase	1			type II mutant polymerase	AAL04543.1				331																																				
